id,fecha_informe,fecha_inicio_campo,fecha_fin_campo,presidente,encuestadora,producto,aprueba_pct,desaprueba_pct,nr_pct,n_muestra,aprueba_gob_pct,desaprueba_gob_pct,nr_gob_pct,neto_gob,modalidad,n_informe,excluir,url_fuente
454,09-09-2022,07-09-2022,09-09-2022,Gabriel Boric,Cadem,Plaza Pública,33,60,7,704,,,,,online,452,0,https://insight-chile.cl/storage/2022/09/PP-452-67-esta-de-acuerdo-con-que-Chile-tenga-una-nueva-Constitucion.pdf
455,12-09-2022,09-09-2022,12-09-2022,Gabriel Boric,TuInfluyes.com,DataInfluye,32,49,19,1745,,,,,online,Citado en tuinfluyes.com (12-09-2022),0,https://www.tuinfluyes.com/paneles/e/agosto-2022?
456,15-09-2022,13-09-2022,15-09-2022,Gabriel Boric,Cadem,Plaza Pública,38,57,5,705,,,,,online,453,0,https://insight-chile.cl/storage/2022/09/Track-PP-453-Septiembre-S3-VF.pdf
457,23-09-2022,20-09-2022,23-09-2022,Gabriel Boric,Activa Research,Pulso Ciudadano,29.7,57.6,12.7,1240,,,,,online,Septiembre 2022,0,https://chile.activasite.com/wp-content/uploads/2022/09/220872_PULSO_CIUDADANO__SEPTIEMBRE_0925_V3.pdf
458,23-09-2022,21-09-2022,23-09-2022,Gabriel Boric,Cadem,Plaza Pública,39,56,5,704,,,,,online,454,0,http://web.archive.org/web/20221203012948/https://cadem.cl/wp-content/uploads/2022/09/Plaza-Publica-454-58-cree-que-el-mejor-mecanismo-para-redactar-una-nueva-Constitucion-es-una-convencion-mixta-solo-un-36-prefiere-una-convencion-100-electa.pdf
459,30-09-2022,28-09-2022,30-09-2022,Gabriel Boric,Cadem,Plaza Pública,35,59,6,703,,,,,online,455,0,https://insight-chile.cl/storage/2022/10/Track-PP-455-Septiembre-S5-VF.pdf
460,03-10-2022,29-09-2022,03-10-2022,Gabriel Boric,Criteria,Agenda Criteria,38,50,12,1000,,,,,online,Septiembre 2022,0,https://www.criteria.cl/descargas/Agenda_Criteria_Septiembre_2022-9n5Vx.pdf
461,07-10-2022,05-10-2022,07-10-2022,Gabriel Boric,Cadem,Plaza Pública,33,60,7,708,,,,,online,456,0,https://insight-chile.cl/storage/2022/10/Plaza-Publica-456-71-esta-de-acuerdo-con-que-Chile-necesita-una-nueva-Constitucion-y-para-el-66-es-un-tema-prioritario.pdf
462,10-10-2022,08-10-2022,10-10-2022,Gabriel Boric,TuInfluyes.com,DataInfluye,33,51,16,1150,,,,,online,Citado en tuinfluyes.com (10-10-2022),0,https://www.tuinfluyes.com/paneles/e/octubre-2022?
463,14-10-2022,12-10-2022,14-10-2022,Gabriel Boric,Cadem,Plaza Pública,27,65,8,703,,,,,online,457,0,https://insight-chile.cl/storage/2022/10/Plaza-Publica-457-Aprobacion-del-Presidente-Boric-cae-6pts-a-27-y-se-ubica-por-primera-vez-bajo-la-barrera-del-30.-65-5pts-desaprueba-su-gest.pdf
464,21-10-2022,19-10-2022,21-10-2022,Gabriel Boric,Cadem,Plaza Pública,26,66,8,705,,,,,online,458,0,https://insight-chile.cl/storage/2022/10/Plaza-Publica-458-61-cree-que-la-delincuencia-deberia-ser-la-primera-prioridad-del-gobierno-seguida-de-lejos-por-inflacion-35-y-salud-27.pdf
465,26-10-2022,24-10-2022,26-10-2022,Gabriel Boric,Research Chile,Research Chile,29,67,4,1016,,,,,online,Octubre 2022,0,https://researchchile.cl/wp-content/uploads/2022/10/Resultados-Octubre.pdf
466,28-10-2022,24-10-2022,28-10-2022,Gabriel Boric,Activa Research,Pulso Ciudadano,25.4,63.4,11.2,1079,,,,,online,Octubre 2022,0,https://chile.activasite.com/wp-content/uploads/2022/10/220873_PULSO_CIUDADANO_OCTUBRE_1030_v1.pdf
467,28-10-2022,26-10-2022,28-10-2022,Gabriel Boric,Cadem,Plaza Pública,26,68,6,706,,,,,online,459,0,https://insight-chile.cl/storage/2022/10/Track-PP-459-Octubre-S4-VF.pdf
468,02-11-2022,27-10-2022,02-11-2022,Gabriel Boric,Criteria,Agenda Criteria,31,57,12,1000,,,,,online,Octubre 2022,0,https://www.criteria.cl/descargas/Agenda_Criteria_Octubre_2022-8g4mB.pdf
469,04-11-2022,02-11-2022,04-11-2022,Gabriel Boric,Cadem,Plaza Pública,25,69,6,708,,,,,online,460,0,http://web.archive.org/web/20250328054644/https://cadem.cl/wp-content/uploads/2022/11/Track_PP_460_Noviembre_S1_V3.pdf
470,11-11-2022,09-11-2022,11-11-2022,Gabriel Boric,Cadem,Plaza Pública,33,58,9,705,,,,,online,461,0,https://insight-chile.cl/storage/2022/11/Track_PP_461_Noviembre_S2_VF.pdf
471,14-11-2022,11-11-2022,14-11-2022,Gabriel Boric,TuInfluyes.com,DataInfluye,37,48,15,1538,,,,,online,Citado en tuinfluyes.com (14-11-2022),0,https://www.tuinfluyes.com/paneles/e/noviembre-2022?
472,18-11-2022,16-11-2022,18-11-2022,Gabriel Boric,Cadem,Plaza Pública,31,61,8,702,,,,,online,462,0,https://insight-chile.cl/storage/2022/11/Plaza-Publica-462Aprobacion-de-Carolina-Toha-como-Ministra-del-Interior-sube-a-63-y-completa-un-alza-de-18pts-en-dos-meses..pdf
473,22-11-2022,21-11-2022,22-11-2022,Gabriel Boric,Research Chile,Research Chile,34,63,3,801,,,,,online,Noviembre 2022,0,https://researchchile.cl/wp-content/uploads/2022/11/Informe-Encuesta-Noviembre-Research-Chile.pdf
474,25-11-2022,22-11-2022,25-11-2022,Gabriel Boric,Activa Research,Pulso Ciudadano,24.6,61,14.4,853,,,,,online,Noviembre 2022,0,https://chile.activasite.com/wp-content/uploads/2022/11/220874_PULSO_CIUDADANO_NOVIEMBRE_1127_v1.pdf
475,25-11-2022,23-11-2022,25-11-2022,Gabriel Boric,Cadem,Plaza Pública,29,63,8,703,,,,,online,463,0,https://insight-chile.cl/storage/2022/11/Track-PP-463-Noviembre-S4-VF-1.pdf
476,29-11-2022,23-11-2022,29-11-2022,Gabriel Boric,Criteria,Agenda Criteria,30,56,14,1000,,,,,online,Noviembre 2022,0,https://www.criteria.cl/descargas/Agenda_Criteria_Noviembre_2022-1fbh8.pdf
477,02-12-2022,30-11-2022,02-12-2022,Gabriel Boric,Cadem,Plaza Pública,29,65,6,706,,,,,online,464,0,http://web.archive.org/web/20230522181953/https://cadem.cl/wp-content/uploads/2022/12/Track-PP-464-Diciembre-S1-VF.pdf
478,09-12-2022,07-12-2022,09-12-2022,Gabriel Boric,Cadem,Plaza Pública,31,65,4,707,,,,,online,465,0,https://insight-chile.cl/storage/2022/12/Track-PP-465-Diciembre-S2-VF.pdf
479,15-12-2022,13-12-2022,15-12-2022,Gabriel Boric,Research Chile,Research Chile,32,63,5,800,,,,,online,Diciembre 2022,0,https://researchchile.cl/wp-content/uploads/2022/12/Informe-Diciembre-Research-Chile.pdf
480,16-12-2022,13-12-2022,16-12-2022,Gabriel Boric,Activa Research,Pulso Ciudadano,25.5,63.6,10.9,830,,,,,online,Diciembre 2022,0,https://chile.activasite.com/wp-content/uploads/2022/12/220875_PULSO_CIUDADANO_DICIEMBRE_1218_v2.pdf
481,16-12-2022,14-12-2022,16-12-2022,Gabriel Boric,Cadem,Plaza Pública,30,64,6,707,,,,,online,466,0,https://insight-chile.cl/storage/2022/12/Track-PP-466-Diciembre-S3-VF.pdf
482,18-12-2022,08-11-2022,18-12-2022,Gabriel Boric,CEP,Encuesta CEP,24,61,15,1441,,,,,presencial,Citado en CEP (18-12-2022),0,https://www.cepchile.cl/wp-content/uploads/2023/01/CEP88_PPT_ANEXOS-1.pdf
483,19-12-2022,16-12-2022,19-12-2022,Gabriel Boric,TuInfluyes.com,DataInfluye,33,54,13,1004,,,,,online,Diciembre 2022,0,https://www.paneltuinfluyes.com/e/diciembre-2022?
484,22-12-2022,21-12-2022,22-12-2022,Gabriel Boric,Cadem,Plaza Pública,30,66,4,704,,,,,online,467,0,https://insight-chile.cl/storage/2022/12/Track-PP-467-Diciembre-S4-VF.pdf
485,28-12-2022,28-12-2022,28-12-2022,Gabriel Boric,Criteria,Agenda Criteria,35,54,11,1000,,,,,online,Diciembre 2022,0,https://www.criteria.cl/descargas/Agenda_Criteria_Diciembre_2022-6hfV3.pdf
486,30-12-2022,28-12-2022,30-12-2022,Gabriel Boric,Cadem,Plaza Pública,30,61,9,705,,,,,online,468,0,https://insight-chile.cl/storage/2023/01/Track-PP-468-Diciembre-S5-VF-1.pdf
487,06-01-2023,04-01-2023,06-01-2023,Gabriel Boric,Cadem,Plaza Pública,27,70,3,703,,,,,online,469,0,https://insight-chile.cl/storage/2023/01/Track-PP-469-Enero-S1-VF.pdf
488,10-01-2023,09-01-2023,10-01-2023,Gabriel Boric,Research Chile,Research Chile,26,71,3,803,,,,,online,Citado en Emol (10-01-2023),0,https://www.emol.com/noticias/Nacional/2023/01/16/1083970/encuesta.html
489,13-01-2023,11-01-2023,13-01-2023,Gabriel Boric,Cadem,Plaza Pública,25,70,5,701,,,,,online,470,0,https://insight-chile.cl/storage/2023/01/Track-PP-470-Enero-S2-VF.pdf
490,18-01-2023,17-01-2023,18-01-2023,Gabriel Boric,Feedback Research,Estudio Feedback,29,60,11,2873,,,,,online,Citado en Ex-Ante (18-01-2023),0,https://www.ex-ante.cl/economia/encuesta-feedback-69-cree-que-el-pais-va-en-la-direccion-equivocada/
491,20-01-2023,18-01-2023,20-01-2023,Gabriel Boric,Cadem,Plaza Pública,27,67,6,709,,,,,online,471,0,https://insight-chile.cl/storage/2023/01/Track-PP-471-Enero-S3-VF.pdf
492,23-01-2023,20-01-2023,23-01-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,26,58,16,1066,,,,,online,Enero 2023,0,https://www.paneltuinfluyes.com/e/enero-2023?
493,27-01-2023,23-01-2023,27-01-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,26.1,60.7,13.2,870,,,,,online,Enero 2023,0,https://chile.activasite.com/wp-content/uploads/2023/01/230791_PULSO_CIUDADANO_ENERO_0129_v2.pdf
494,27-01-2023,25-01-2023,27-01-2023,Gabriel Boric,Cadem,Plaza Pública,28,66,6,702,,,,,online,472,0,https://insight-chile.cl/storage/2023/01/Track-PP-472-Enero-S4_VF.pdf
495,31-01-2023,26-01-2023,31-01-2023,Gabriel Boric,Criteria,Agenda Criteria,33,55,12,1028,,,,,online,Enero 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Enero_2023-2bkY5.pdf
496,03-02-2023,01-02-2023,03-02-2023,Gabriel Boric,Cadem,Plaza Pública,27,67,6,704,,,,,online,473,0,https://insight-chile.cl/storage/2023/02/Track-PP-473-Febrero-S1-VF.pdf
497,07-02-2023,06-02-2023,07-02-2023,Gabriel Boric,Research Chile,Research Chile,34,62,4,805,,,,,online,Febrero 2023,0,https://researchchile.cl/wp-content/uploads/2023/02/Informe-Febrero-2023-1.pdf
498,10-02-2023,08-02-2023,10-02-2023,Gabriel Boric,Cadem,Plaza Pública,29,65,6,706,,,,,online,474,0,https://insight-chile.cl/storage/2023/02/Track-PP-474-Febrero-S2-VF.pdf
499,17-02-2023,15-02-2023,17-02-2023,Gabriel Boric,Cadem,Plaza Pública,30,64,6,702,,,,,online,475,0,https://insight-chile.cl/storage/2023/02/Track-PP-475-Febrero-S3-VF.pdf
500,24-02-2023,20-02-2023,24-02-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,26.9,59.3,13.8,816,,,,,online,Febrero 2023,0,https://chile.activasite.com/wp-content/uploads/2023/02/230792_PULSO_CIUDADANO_FEBRERO_0226_v1.pdf
501,24-02-2023,22-02-2023,24-02-2023,Gabriel Boric,Cadem,Plaza Pública,32,61,7,703,,,,,online,476,0,https://insight-chile.cl/storage/2023/02/Track-PP-476-Febrero-S4-VF.pdf
502,26-02-2023,25-01-2023,26-02-2023,Gabriel Boric,CERC-MORI,CERC-MORI,25,61,14,1000,,,,,telefónica,Citado en morichile.cl (26-02-2023),0,http://morichile.cl/wp-content/uploads/2023/03/INFORME-DE-PRENSA-BAROMETRO-DE-LA-POL%C3%8DTICA-Marzo-2023.pdf
503,28-02-2023,23-02-2023,28-02-2023,Gabriel Boric,Criteria,Agenda Criteria,39,50,11,1000,,,,,online,Febrero 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Febrero_2023-3gNd9.pdf
504,03-03-2023,01-03-2023,03-03-2023,Gabriel Boric,Cadem,Plaza Pública,35,60,5,703,,,,,online,477,0,https://insight-chile.cl/storage/2023/03/Track-PP-477-Marzo-S1-VF-003.pdf
505,06-03-2023,02-03-2023,06-03-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,38,49,13,1000,,,,,online,Febrero 2023,0,https://www.paneltuinfluyes.com/e/febrero-2023?
506,08-03-2023,06-03-2023,08-03-2023,Gabriel Boric,Research Chile,Research Chile,38,58,4,882,,,,,online,Marzo 2023,0,https://researchchile.cl/wp-content/uploads/2023/03/Informe-Marzo-2023.pdf
507,10-03-2023,08-03-2023,10-03-2023,Gabriel Boric,Cadem,Plaza Pública,32,62,6,705,,,,,online,478,0,https://insight-chile.cl/storage/2023/03/Track-PP-478-Marzo-S2-VF-1.pdf
508,17-03-2023,15-03-2023,17-03-2023,Gabriel Boric,Cadem,Plaza Pública,35,60,5,704,,,,,online,479,0,https://insight-chile.cl/storage/2023/03/Track-PP-479-Marzo-S3-VF.pdf
509,24-03-2023,21-03-2023,24-03-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,25.4,61,13.6,913,,,,,online,Marzo 2023,0,https://chile.activasite.com/wp-content/uploads/2023/03/230793_PULSO_CIUDADANO_MARZO_0326_v2.pdf
510,24-03-2023,22-03-2023,24-03-2023,Gabriel Boric,Cadem,Plaza Pública,30,65,5,705,,,,,online,480,0,https://insight-chile.cl/storage/2023/03/Track-PP-480-Marzo-S4-VF-1-1.pdf
511,31-03-2023,04-04-2023,31-03-2023,Gabriel Boric,Cadem,Plaza Pública,29,63,8,703,,,,,online,481,0,https://insight-chile.cl/storage/2023/04/Track-PP-481-Marzo-S5-VF.pdf
512,02-04-2023,30-03-2023,02-04-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,31,54,15,1121,,,,,online,Marzo 2023,0,https://www.paneltuinfluyes.com/e/marzo-2023?
513,04-04-2023,30-03-2023,04-04-2023,Gabriel Boric,Criteria,Agenda Criteria,38,49,13,1000,,,,,online,Marzo 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Marzo_2023-4cLg5.pdf
514,05-04-2023,04-04-2023,05-04-2023,Gabriel Boric,Cadem,Plaza Pública,30,65,5,711,,,,,online,482,0,https://insight-chile.cl/storage/2023/04/Track-PP-482-Abril-S1-VF.pdf
515,12-04-2023,10-04-2023,12-04-2023,Gabriel Boric,Research Chile,Research Chile,32,64,4,823,,,,,online,Abril 2023,0,https://researchchile.cl/wp-content/uploads/2023/04/Informe-Abril-2023.pdf
516,14-04-2023,11-04-2023,14-04-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,30.8,54.8,14.4,1020,,,,,online,Abril 2023 Q1,0,https://chile.activasite.com/wp-content/uploads/2023/04/231465_PULSO_CIUDADANO_ABRIL_Q1_0416_v1.pdf
517,14-04-2023,12-04-2023,14-04-2023,Gabriel Boric,Cadem,Plaza Pública,30,64,6,704,,,,,online,483,0,https://insight-chile.cl/storage/2023/04/Track-PP-483-Abril-S2-VF.pdf
518,21-04-2023,19-04-2023,21-04-2023,Gabriel Boric,Cadem,Plaza Pública,29,65,6,706,,,,,online,484,0,https://insight-chile.cl/storage/2023/04/Track-PP-484-Abril-S3-VF.pdf
519,28-04-2023,24-04-2023,28-04-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,28,59.1,12.9,1034,,,,,online,Abril 2023 Q2,0,https://chile.activasite.com/wp-content/uploads/2023/04/231465_PULSO_CIUDADANO_ABRIL_Q2_0430_v1-1.pdf
520,28-04-2023,26-04-2023,28-04-2023,Gabriel Boric,Cadem,Plaza Pública,30,62,8,703,,,,,online,485,0,https://insight-chile.cl/storage/2023/04/Track-PP-485-Abril-S4-VF.pdf
521,02-05-2023,28-04-2023,02-05-2023,Gabriel Boric,Criteria,Agenda Criteria,38,52,10,1000,,,,,online,Abril 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Abril_2023-5dPe8.pdf
522,05-05-2023,03-05-2023,05-05-2023,Gabriel Boric,Cadem,Plaza Pública,28,66,6,703,,,,,online,486,0,https://insight-chile.cl/storage/2023/05/Track-PP-486-Mayo-S1-VF.pdf
523,08-05-2023,08-05-2023,08-05-2023,Gabriel Boric,Research Chile,Research Chile,35,62,3,765,,,,,online,Mayo 2023,0,https://researchchile.cl/wp-content/uploads/2023/05/Mayo-2023.pdf
524,11-05-2023,10-05-2023,11-05-2023,Gabriel Boric,Cadem,Plaza Pública,30,65,5,707,,,,,online,487,0,https://insight-chile.cl/storage/2023/05/Track-PP-487-Mayo-S2-VF.pdf
525,15-05-2023,12-05-2023,15-05-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,33,50,17,950,,,,,online,Abril 2023,0,https://www.paneltuinfluyes.com/e/abril-2023?
526,19-05-2023,17-05-2023,19-05-2023,Gabriel Boric,Cadem,Plaza Pública,30,62,8,703,,,,,online,488,0,https://insight-chile.cl/storage/2023/05/Track-PP-488-Mayo-S3-VF.pdf
527,22-05-2023,17-05-2023,22-05-2023,Gabriel Boric,Feedback Research,Estudio Feedback,38,52,10,2254,,,,,online,Citado en static1.squarespace.com (22-05-2023),0,https://static1.squarespace.com/static/621d4958e9a71e162e576945/t/64751a5a8b1bfc490f6665aa/1685396063345/Encuesta+Feedback+Mayo+2023.pdf
528,26-05-2023,23-05-2023,26-05-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,27.9,60,12.1,1024,,,,,online,Mayo 2023,0,https://chile.activasite.com/wp-content/uploads/2023/05/230795_PULSO_CIUDADANO_MAYO_0528_v1.pdf
529,26-05-2023,24-05-2023,26-05-2023,Gabriel Boric,Cadem,Plaza Pública,31,61,8,703,,,,,online,489,0,https://insight-chile.cl/storage/2023/05/Track-PP-489-Mayo-S4-VF.pdf
530,02-06-2023,01-06-2023,02-06-2023,Gabriel Boric,Cadem,Plaza Pública,41,51,8,712,,,,,online,490,0,https://insight-chile.cl/storage/2023/06/Track-PP-490-Junio-S1-VF.pdf
531,05-06-2023,01-06-2023,05-06-2023,Gabriel Boric,Criteria,Agenda Criteria,34,53,13,1000,,,,,online,Junio 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Junio_2023-6sRn2.pdf
532,05-06-2023,05-06-2023,05-06-2023,Gabriel Boric,Research Chile,Research Chile,40,56,4,805,,,,,online,Junio 2023,0,https://researchchile.cl/wp-content/uploads/2023/06/Junio-2023.pdf
533,09-06-2023,07-06-2023,09-06-2023,Gabriel Boric,Cadem,Plaza Pública,33,62,5,708,,,,,online,491,0,https://insight-chile.cl/storage/2023/06/Track-PP-491-Junio-S2-VF.pdf
534,14-06-2023,13-06-2023,14-06-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,29,61,10,1704,,,,,online,Citado en panelciudadano.cl (14-06-2023),0,https://panelciudadano.cl/wp-content/uploads/2023/06/Panel-Ciudadano-UDD-Nueva-Constitucion-aprobacion-y-prioridades.pdf
535,16-06-2023,14-06-2023,16-06-2023,Gabriel Boric,Cadem,Plaza Pública,30,65,5,708,,,,,online,492,0,http://web.archive.org/web/20250114224726/https://cadem.cl/wp-content/uploads/2023/06/Track-PP-492-Junio-S3-VF.pdf
536,19-06-2023,15-06-2023,19-06-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,35,53,12,1184,,,,,online,Mayo 2023,0,https://www.paneltuinfluyes.com/e/mayo-2023?
537,23-06-2023,22-06-2023,23-06-2023,Gabriel Boric,Cadem,Plaza Pública,28,65,7,704,,,,,online,493,0,https://insight-chile.cl/storage/2023/06/Track-PP-493-Junio-S4-VF.pdf
538,29-06-2023,29-06-2023,29-06-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,29,61,10,¿?,,,,,online,Citado en Panel Ciudadano UDD (29-06-2023),0,https://gobierno.udd.cl/files/2023/06/encuesta-constitucion-y-prioridades-junio-2023.pdf
539,30-06-2023,27-06-2023,30-06-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,28.9,60.2,10.9,1064,,,,,online,Junio 2023,0,https://chile.activasite.com/wp-content/uploads/2023/07/230796_PULSO_CIUDADANO_JUNIO_0630_v1.pdf
540,30-06-2023,28-06-2023,30-06-2023,Gabriel Boric,Cadem,Plaza Pública,28,67,5,709,,,,,online,494,0,https://insight-chile.cl/storage/2023/07/Track-PP-494-Junio-S5-VF.pdf
541,03-07-2023,28-06-2023,03-07-2023,Gabriel Boric,Feedback Research,Estudio Feedback,31,60,9,2519,,,,,online,Citado en labconstitucional.udp.cl (03-07-2023),0,https://web.archive.org/web/20230711025135/https://labconstitucional.udp.cl/cms/wp-content/uploads/2023/07/Informe-Encuesta-LabCon-UDP-Feedback-julio-2023-1.pdf
542,03-07-2023,03-07-2023,03-07-2023,Gabriel Boric,Research Chile,Research Chile,33,64,3,786,,,,,online,Julio 2023,0,https://researchchile.cl/wp-content/uploads/2023/07/Informe-Julio-2023-Research-Chile.pdf
543,04-07-2023,01-07-2023,04-07-2023,Gabriel Boric,Criteria,Agenda Criteria,36,51,13,1000,,,,,online,Julio 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Julio_2023-7dNs3.pdf
544,07-07-2023,05-07-2023,07-07-2023,Gabriel Boric,Cadem,Plaza Pública,29,64,7,705,,,,,online,495,0,https://insight-chile.cl/storage/2023/07/Track-PP-495-Julio-S1-VF.pdf
545,12-07-2023,31-05-2023,12-07-2023,Gabriel Boric,CEP,Encuesta CEP,27,62,11,1467,,,,,presencial,Citado en CEP (12-07-2023),0,https://www.cepchile.cl/wp-content/uploads/2023/07/CEP89-ANEXOS-COMPLETA-2.pdf
546,13-07-2023,12-07-2023,13-07-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,27,66,7,1853,,,,,online,Citado en panelciudadano.cl (13-07-2023),0,https://panelciudadano.cl/wp-content/uploads/2023/07/Panel_Ciudadano_UDD_Aprobacion_Plebiscito_Cambio-gabinete.pdf
547,14-07-2023,12-07-2023,14-07-2023,Gabriel Boric,Cadem,Plaza Pública,31,63,6,701,,,,,online,496,0,https://insight-chile.cl/storage/2023/07/Track-PP-496-Julio-S2-VF.pdf
548,17-07-2023,12-07-2023,17-07-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,35,49,16,1308,,,,,online,Junio 2023,0,https://www.paneltuinfluyes.com/e/junio-2023?
549,21-07-2023,19-07-2023,21-07-2023,Gabriel Boric,Cadem,Plaza Pública,32,63,5,705,,,,,online,497,0,http://web.archive.org/web/20250114205806/https://cadem.cl/wp-content/uploads/2023/07/Track-PP-497-Julio-S3-VF.pdf
550,26-07-2023,26-07-2023,26-07-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,30,63,7,¿?,,,,,online,,1,
551,28-07-2023,24-07-2023,28-07-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,27.1,61.9,11.0,1058,,,,,online,Julio 2023,0,https://chile.activasite.com/wp-content/uploads/2023/07/230797_PULSO_CIUDADANO_JULIO_0730_v1-1.pdf
552,28-07-2023,26-07-2023,28-07-2023,Gabriel Boric,Cadem,Plaza Pública,28,65,7,706,,,,,online,498,0,https://insight-chile.cl/storage/2023/07/Track-PP-498-Julio-S4-VF.pdf
553,01-08-2023,31-07-2023,01-08-2023,Gabriel Boric,Research Chile,Research Chile,30,67,3,816,,,,,online,Agosto 2023,0,https://researchchile.cl/wp-content/uploads/2023/08/Informe-Agosto-2023-Research-Chile.pdf
554,04-08-2023,02-08-2023,04-08-2023,Gabriel Boric,Cadem,Plaza Pública,30,64,6,707,,,,,online,499,0,https://insight-chile.cl/storage/2023/08/Track-PP-499-Agosto-S1-VF-1.pdf
555,05-08-2023,05-08-2023,05-08-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,28,62,10,¿?,,,,,online,,1,
556,08-08-2023,03-08-2023,08-08-2023,Gabriel Boric,Criteria,Agenda Criteria,32,56,12,1000,,,,,online,Agosto 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Agosto_2023-8dAb5.pdf
557,10-08-2023,08-08-2023,10-08-2023,Gabriel Boric,Feedback Research,Estudio Feedback,35.8,53.1,11.1,2720,,,,,online,Citado en labconstitucional.udp.cl (10-08-2023),0,https://web.archive.org/web/20230818183422/https://labconstitucional.udp.cl/cms/wp-content/uploads/2023/08/Informe-Encuesta-LabCon-UDP-Feedback-Agosto-2023-Finaal.pdf
558,11-08-2023,09-08-2023,11-08-2023,Gabriel Boric,Cadem,Plaza Pública,28,66,6,704,,,,,online,500,0,https://insight-chile.cl/storage/2023/08/Track-PP-500-Agosto-S2-VF-1.pdf
559,12-08-2023,11-08-2023,12-08-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,29,62,9,1045,,,,,online,Citado en panelciudadano.cl (12-08-2023),0,https://panelciudadano.cl/wp-content/uploads/2023/08/PanelCiudadanoUDD_Aprobacion_Plebiscito-y-Contingencia.pdf
560,18-08-2023,16-08-2023,18-08-2023,Gabriel Boric,Cadem,Plaza Pública,27,69,4,706,,,,,online,501,0,https://insight-chile.cl/storage/2023/08/Track-PP-501-Agosto-S3-VF.pdf
561,21-08-2023,17-08-2023,21-08-2023,Gabriel Boric,TuInfluyes.com,DataInfluye,34,55,11,1157,,,,,online,Julio 2023,0,https://www.paneltuinfluyes.com/e/julio-2023?
562,25-08-2023,23-08-2023,25-08-2023,Gabriel Boric,Cadem,Plaza Pública,28,67,5,704,,,,,online,502,0,https://insight-chile.cl/storage/2023/08/Track-PP-502-Agosto-S4-VF.pdf
563,31-08-2023,28-08-2023,31-08-2023,Gabriel Boric,Activa Research,Pulso Ciudadano,23.2,60.7,16.1,1076,,,,,online,Agosto 2023,0,https://chile.activasite.com/wp-content/uploads/2023/09/230798_PULSO_CIUDADANO_AGOSTO_0903_v1.pdf
564,01-09-2023,30-08-2023,01-09-2023,Gabriel Boric,Cadem,Plaza Pública,29,65,6,705,,,,,online,503,0,https://insight-chile.cl/storage/2023/09/Track-PP-503-Agosto-S5-VF.pdf
565,05-09-2023,01-09-2023,05-09-2023,Gabriel Boric,Criteria,Agenda Criteria,28,62,10,998,,,,,online,Septiembre 2023,0,https://www.criteria.cl/descargas/Agenda_Criteria_Septiembre_2023-9bFs3.pdf
566,08-09-2023,06-09-2023,08-09-2023,Gabriel Boric,Cadem,Plaza Pública,28,67,5,712,,,,,online,504,0,https://insight-chile.cl/storage/2023/09/Track-PP-504-Septiembre-S1-VF.pdf
567,14-09-2023,13-09-2023,14-09-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,27,62,11,1018,,,,,online,Citado en Panel Ciudadano UDD (14-09-2023),0,https://gobierno.udd.cl/files/2023/09/panelciudadano_udd-plebiscito-2023.pdf
568,15-09-2023,13-09-2023,15-09-2023,Gabriel Boric,Cadem,Plaza Pública,31,64,5,703,,,,,online,505,0,https://insight-chile.cl/storage/2023/09/Track-PP-505-Septiembre-S2-VF.pdf
569,21-09-2023,20-09-2023,21-09-2023,Gabriel Boric,Panel Ciudadano-UDD,Panel Ciudadano,26,65,9,1786,,,,,online,Citado en Panel Ciudadano UDD (21-09-2023),0,https://gobierno.udd.cl/files/2023/09/panelciudadano_udd-plebiscito-2023.pdf
